id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
1867,12,9,홍산,한,거,4세,57,박병윤,이관호,황은호,455,9999.9,9999.9,"계란형큰, 망사눈",4-   -   - 5- 5- 5- 9,00:14.0,  ,  ,00:37.1,00:49.9,00:56.5,  ,01:32.3,2021년01월15일(금),맑음,양호,국6등급,1400M
1868,1,5,라온더파이터,한,수,3세,55,이혁,박종곤,라온산업개발(주),474,7,1.4,망사눈,1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:23.9,00:35.4,00:41.5,  ,01:13.3,2021년01월15일(금),흐림,양호,국5등급,1200M
1869,2,4,흥드림,한,수,3세,54.5,장추열,정호익,고광숙,514,8.8,1.4,망사눈,3-   -   - 4- 3- 3- 2,00:13.5,  ,  ,00:24.3,00:35.7,00:41.8,  ,01:14.5,2021년01월15일(금),흐림,양호,국5등급,1200M
1870,3,3,화이트참,한,수,3세,56,김용근,전승규,김세민,473,5.9,1.4,"계란형큰,눈가면-",5-   -   - 5- 5- 5- 4,00:13.7,  ,  ,00:24.6,00:36.3,00:42.4,  ,01:14.7,2021년01월15일(금),흐림,양호,국5등급,1200M
1871,4,2,선오브스톰,한,거,4세,54.5,안토니오,박대흥,양동희,517,35.2,5.6,,9-   -   - 8- 8- 7- 6,00:14.0,  ,  ,00:25.0,00:36.8,00:42.9,  ,01:15.2,2021년01월15일(금),흐림,양호,국5등급,1200M
1872,5,10,로열고스트,한,암,5세,54.5,함완식,김동균,정기환,489,9999.9,9999.9,망사눈,7-   -   - 7- 7- 8- 7,00:13.7,  ,  ,00:24.7,00:36.7,00:42.9,  ,01:15.4,2021년01월15일(금),흐림,양호,국5등급,1200M
1873,6,12,코브라볼,한,수,3세,54,박태종,우창구,한명로,455,8.8,1.4,망사,2-   -   - 2- 2- 2- 3,00:13.4,  ,  ,00:24.0,00:35.5,00:41.6,  ,01:15.4,2021년01월15일(금),흐림,양호,국5등급,1200M
1874,7,9,샌드파워,한,수,4세,53.5,유승완,최상식,강석대,506,3.5,9999.9,,10-   -   - 10- 10- 10- 8,00:14.0,  ,  ,00:25.4,00:37.2,00:43.4,  ,01:15.8,2021년01월15일(금),흐림,양호,국5등급,1200M
1875,8,8,베스트타임,한,암,3세,52,임기원,임봉춘,김태성,469,9999.9,9999.9,망사눈,6-   -   - 6- 6- 6- 9,00:13.7,  ,  ,00:24.6,00:36.4,00:42.6,  ,01:16.2,2021년01월15일(금),흐림,양호,국5등급,1200M
1876,9,6,섀도우퀸,한,암,4세,52.5,김정준,신삼영,링크폴로,466,9999.9,9999.9,"계란형큰, 눈가면",4-   -   - 3- 4- 4- 5,00:13.5,  ,  ,00:24.2,00:35.9,00:42.1,  ,01:16.3,2021년01월15일(금),흐림,양호,국5등급,1200M
1877,10,11,하이퍼카,한,수,4세,55.5,김효정,배대선,장석은,464,9999.9,9999.9,,11-   -   - 12- 11- 11- 11,00:14.5,  ,  ,00:25.6,00:37.9,00:44.0,  ,01:17.1,2021년01월15일(금),흐림,양호,국5등급,1200M
1878,11,7,위너세이,한,암,5세,53.5,다비드,리카디,요시다 가츠미,462,2.5,1.4,계란형큰,8-   -   - 9- 9- 9- 10,00:13.9,  ,  ,00:25.1,00:36.9,00:43.0,  ,01:17.6,2021년01월15일(금),흐림,양호,국5등급,1200M
1879,12,1,백두거포,한,거,5세,51.5,임다빈,구자흥,김봉겸,478,9999.9,9999.9,반가지큰,12-   -   - 11- 12- 12- 12,00:14.6,  ,  ,00:25.6,00:38.0,00:44.4,  ,01:19.3,2021년01월15일(금),흐림,양호,국5등급,1200M
1880,1,9,마이멤버,한,암,4세,51.5,임다빈,정호익,백국인,475,3.2,1.3,"반가지큰, 눈가면",1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:36.2,00:48.2,00:54.6,  ,01:28.0,2021년01월15일(금),흐림,양호,국5등급,1400M
1881,2,1,럭키스마일,한,암,4세,51,김아현,지용철,금악목장,502,9999.9,2.7,"계란형큰, 망사눈",9-   -   - 10- 9- 9- 4,00:14.2,  ,  ,00:37.7,00:49.9,00:56.1,  ,01:28.3,2021년01월15일(금),흐림,양호,국5등급,1400M
1882,3,4,올마이퀸,한,암,5세,52,이혁,김동철,양순희,425,9999.9,2.7,"망사, 반가지큰",11-   -   - 12- 11- 11- 8,00:14.4,  ,  ,00:38.3,00:50.4,00:56.6,  ,01:29.3,2021년01월15일(금),흐림,양호,국5등급,1400M
1883,4,11,라피도아레스,한,암,4세,56,유승완,송문길,허장원,546,3.2,1.3,"반가지큰, 망사눈",3-   -   - 3- 3- 3- 3,00:13.7,  ,  ,00:36.4,00:48.7,00:55.0,  ,01:29.3,2021년01월15일(금),흐림,양호,국5등급,1400M
1884,5,3,조이머니,한,암,4세,53,김동수,박윤규,박덕희,516,9999.9,9999.9,망사눈,4-   -   - 5- 4- 4- 5,00:13.9,  ,  ,00:36.8,00:49.2,00:55.6,  ,01:29.3,2021년01월15일(금),흐림,양호,국5등급,1400M
1885,6,8,라온핑크,한,암,3세,53,박태종,박종곤,라온산업개발(주),479,3.2,1.3,망사눈,8-   -   - 6- 6- 6- 6,00:14.0,  ,  ,00:36.9,00:49.5,00:55.9,  ,01:29.4,2021년01월15일(금),흐림,양호,국5등급,1400M
1886,7,2,바비블레이드,한,암,4세,53.5,다비드,리카디,삼정,463,9999.9,9999.9,눈가면,7-   -   - 8- 7- 7- 7,00:14.0,  ,  ,00:37.4,00:49.7,00:56.0,  ,01:29.8,2021년01월15일(금),흐림,양호,국5등급,1400M
1887,8,10,조지퀸,한,암,4세,56,박현우,이관호,김순건,486,3.2,1.3,망사,2-   -   - 2- 2- 2- 2,00:13.5,  ,  ,00:36.3,00:48.4,00:54.6,  ,01:29.9,2021년01월15일(금),흐림,양호,국5등급,1400M
1888,9,6,소서노레전드,한,암,4세,53.5,김정준,송문길,(주)나스카,467,9999.9,9999.9,망사,12-   -   - 11- 12- 12- 12,00:14.7,  ,  ,00:38.2,00:50.4,00:56.6,  ,01:30.2,2021년01월15일(금),흐림,양호,국5등급,1400M
1889,10,7,화려,한,암,4세,53.5,이해동,이관호,황은호,464,9999.9,9999.9,"계란형큰, 망사눈",5-   -   - 7- 8- 8- 9,00:13.9,  ,  ,00:37.3,00:49.7,00:56.0,  ,01:30.3,2021년01월15일(금),흐림,양호,국5등급,1400M
1890,11,5,대싱카누,한,암,5세,55,함완식,유재길,박정열,503,9999.9,9999.9,망사,10-   -   - 9- 10- 10- 11,00:14.4,  ,  ,00:37.6,00:50.1,00:56.5,  ,01:30.5,2021년01월15일(금),흐림,양호,국5등급,1400M
1891,12,12,하루온,한,암,4세,53,조한별,박병일,임동현,462,9999.9,9999.9,,6-   -   - 4- 5- 5- 10,00:13.9,  ,  ,00:36.7,00:49.2,00:55.6,  ,01:30.6,2021년01월15일(금),흐림,양호,국5등급,1400M
1892,1,11,흥록대부,미,거,3세,53.5,조한별,김대근,고광숙,487,9999.9,9999.9,,4-   -   - 5- 5- 5- 4,00:13.7,  ,  ,00:36.1,00:48.5,00:54.9,  ,01:28.0,2021년01월15일(금),흐림,양호,혼4등급,1400M
1893,2,7,새내아이린,미,암,4세,52,임다빈,홍대유,문금철,468,9999.9,9999.9,,7-   -   - 4- 4- 4- 3,00:13.9,  ,  ,00:36.1,00:48.5,00:54.9,  ,01:28.3,2021년01월15일(금),흐림,양호,혼4등급,1400M
1894,3,6,피버디니,미,거,4세,54,신형철,전승규,김광명,454,9999.9,9999.9,"망사눈, 혀끈, Triabit",3-   -   - 2- 2- 2- 2,00:13.5,  ,  ,00:35.9,00:48.2,00:54.7,  ,01:28.7,2021년01월15일(금),흐림,양호,혼4등급,1400M
1895,4,12,당찬세력,미,수,3세,53.5,김용근,강성오,김기종,465,9999.9,9999.9,망사,8-   -   - 8- 8- 8- 6,00:13.9,  ,  ,00:37.0,00:49.5,00:55.9,  ,01:29.0,2021년01월15일(금),흐림,양호,혼4등급,1400M
1896,5,4,발베니,미,수,3세,56.5,임기원,최용구,강무웅,492,2.4,9999.9,반가지큰,2-   -   - 3- 3- 3- 5,00:13.5,  ,  ,00:36.0,00:48.3,00:54.8,  ,01:29.0,2021년01월15일(금),흐림,양호,혼4등급,1400M
1897,6,2,에코빅터,미,거,4세,58,박태종,김점오,이일형,505,2.4,9999.9,"반가지큰, 망사눈",1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:35.5,00:47.9,00:54.4,  ,01:29.3,2021년01월15일(금),흐림,양호,혼4등급,1400M
1898,7,5,두손장군,미,수,3세,53.5,장추열,정호익,이도명,511,2.4,9999.9,망사눈,10-   -   - 10- 11- 10- 9,00:14.5,  ,  ,00:37.4,00:49.9,00:56.1,  ,01:30.1,2021년01월15일(금),흐림,양호,혼4등급,1400M
1899,8,9,에이스레전드,미,거,4세,54,하정훈,토니,김광두,450,9999.9,9999.9,"계란형큰, 망사,혀끈+",5-   -   - 7- 7- 6- 7,00:13.8,  ,  ,00:36.4,00:48.9,00:55.3,  ,01:30.3,2021년01월15일(금),흐림,양호,혼4등급,1400M
1900,9,1,판타스틱,미,암,4세,51,김아현,박대흥,청수,442,9999.9,9999.9,망사눈,9-   -   - 6- 6- 7- 8,00:14.0,  ,  ,00:36.4,00:48.9,00:55.4,  ,01:30.4,2021년01월15일(금),흐림,양호,혼4등급,1400M
1901,10,10,큐피드베이브,뉴,거,4세,54,먼로,신삼영,서순배,473,9999.9,9999.9,망사,6-   -   - 9- 10- 11- 12,00:13.8,  ,  ,00:37.1,00:49.9,00:56.3,  ,01:30.9,2021년01월15일(금),흐림,양호,혼4등급,1400M
1902,11,3,나는스타,미,암,4세,55,박을운,김동균,길용우,432,9999.9,9999.9,망사눈,12-   -   - 11- 9- 9- 10,00:15.0,  ,  ,00:37.5,00:49.9,00:56.1,  ,01:31.1,2021년01월15일(금),흐림,양호,혼4등급,1400M
1903,12,8,강남맨,미,수,4세,55,이혁,박천서,박평양,422,9999.9,9999.9,"망사눈, Triabit",11-   -   - 12- 12- 12- 11,00:14.9,  ,  ,00:37.8,00:50.4,00:56.9,  ,01:31.1,2021년01월15일(금),흐림,양호,혼4등급,1400M
1904,1,5,와일들리로맨틱,미,수,3세,53.5,임기원,안병기,우태율,467,4.8,9999.9,망사눈,2-   -   - 2- 2- 2- 2,00:13.5,  ,  ,00:25.3,00:37.9,00:44.2,  ,01:15.3,2021년01월15일(금),흐림,양호,혼4등급,1200M
1905,2,2,거센불패,미,거,3세,53.5,박을운,이신영,강석대,463,1.6,9999.9,,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:25.1,00:37.7,00:44.0,  ,01:15.9,2021년01월15일(금),흐림,양호,혼4등급,1200M
1906,3,6,엠제이포인트,미,암,3세,51.5,이기회,김동균,박정재,448,9999.9,9999.9,,3-   -   - 4- 4- 4- 3,00:13.8,  ,  ,00:25.5,00:38.1,00:44.4,  ,01:16.5,2021년01월15일(금),흐림,양호,혼4등급,1200M
1907,4,10,로열태리,미,수,4세,54,장추열,강성오,이장호,499,9999.9,9999.9,,8-   -   - 7- 7- 7- 5,00:14.4,  ,  ,00:25.9,00:38.5,00:44.9,  ,01:16.7,2021년01월15일(금),흐림,양호,혼4등급,1200M
1908,5,8,마이티후,미,수,3세,54,빅투아르,리카디,조병태,505,9999.9,9999.9,"망사눈+,망사-",10-   -   - 8- 8- 8- 7,00:14.7,  ,  ,00:26.4,00:39.0,00:45.1,  ,01:17.0,2021년01월15일(금),흐림,양호,혼4등급,1200M
1909,6,4,문학백투백,미,수,3세,53.5,신형철,홍대유,김재영a,564,9999.9,9999.9,망사눈,4-   -   - 3- 3- 3- 4,00:13.9,  ,  ,00:25.5,00:38.1,00:44.4,  ,01:17.0,2021년01월15일(금),흐림,양호,혼4등급,1200M
1910,7,1,타라타라타라,미,수,3세,53.5,먼로,박대흥,청수,485,9999.9,9999.9,"계란형큰, 망사눈, 혀끈",6-   -   - 6- 6- 6- 6,00:14.3,  ,  ,00:25.9,00:38.5,00:44.8,  ,01:17.3,2021년01월15일(금),흐림,양호,혼4등급,1200M
1911,8,7,로맨스참,미,암,3세,51.5,지하주,김동철,김세민,420,9999.9,9999.9,,7-   -   - 9- 9- 9- 9,00:14.4,  ,  ,00:26.5,00:39.4,00:45.7,  ,01:17.8,2021년01월15일(금),흐림,양호,혼4등급,1200M
1912,9,12,이스트포인트,호,수,4세,54,이현종,박재우,김영구,469,9999.9,9999.9,,5-   -   - 5- 5- 5- 8,00:14.0,  ,  ,00:25.8,00:38.2,00:44.7,  ,01:18.2,2021년01월15일(금),흐림,양호,혼4등급,1200M
1913,10,9,컴플리트찬스,호,수,4세,54,이용호,박재우,장세준,490,2.4,9999.9,망사+,9-   -   - 11- 12- 12- 12,00:14.5,  ,  ,00:26.9,00:40.4,00:47.4,  ,01:19.3,2021년01월15일(금),흐림,양호,혼4등급,1200M
1914,11,3,문학슬루,미,수,3세,53.5,박태종,김윤섭,권경자,479,9999.9,9999.9,,12-   -   - 10- 10- 10- 11,00:15.1,  ,  ,00:26.8,00:39.9,00:46.8,  ,01:19.4,2021년01월15일(금),흐림,양호,혼4등급,1200M
1915,12,11,배다리질주,미,암,3세,51,임다빈,홍대유,송한우,447,9999.9,9999.9,눈가면,11-   -   - 12- 11- 11- 10,00:15.0,  ,  ,00:27.1,00:40.0,00:46.9,  ,01:19.4,2021년01월15일(금),흐림,양호,혼4등급,1200M
1916,1,11,흥바라기,한,수,3세,57.5,이준철,김대근,고광숙,456,3.4,1.2,,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:36.5,00:48.4,00:54.5,01:13.1,01:26.8,2021년01월15일(금),흐림,양호,국4등급,1400M
1917,2,3,에이투제트,한,수,4세,51,김아현,지용철,최성룡,473,9999.9,6.1,"계란형큰, 망사눈",2-   -   - 2- 2- 2- 2,00:13.6,  ,  ,00:36.7,00:48.6,00:54.8,01:14.0,01:28.5,2021년01월15일(금),흐림,양호,국4등급,1400M
1918,3,2,금아슈프림,한,거,5세,55,먼로,박천서,금아산업(주),473,3.4,1.2,"망사눈, 혀끈",8-   -   - 9- 7- 7- 4,00:14.1,  ,  ,00:37.7,00:49.8,00:56.1,01:15.2,01:29.0,2021년01월15일(금),흐림,양호,국4등급,1400M
1919,4,5,타우러스,한,수,6세,56.5,안효리,박병일,한명로,489,9999.9,9999.9,망사눈-,10-   -   - 10- 9- 10- 6,00:14.3,  ,  ,00:37.7,00:49.9,00:56.4,01:15.5,01:29.1,2021년01월15일(금),흐림,양호,국4등급,1400M
1920,5,6,그린다르크,한,암,5세,52.5,김정준,구자흥,김재영b,470,9999.9,9999.9,망사눈,5-   -   - 7- 8- 8- 7,00:13.8,  ,  ,00:37.3,00:49.8,00:56.2,01:15.5,01:29.7,2021년01월15일(금),흐림,양호,국4등급,1400M
1921,6,7,비평,한,수,5세,57,함완식,송문길,씨유네트워크,497,9999.9,9999.9,,12-   -   - 12- 12- 12- 11,00:14.6,  ,  ,00:38.3,00:50.4,00:56.7,01:16.0,01:29.8,2021년01월15일(금),흐림,양호,국4등급,1400M
1922,7,10,호프킹덤,한,거,5세,52,김효정,김윤섭,최장석,539,9999.9,9999.9,망사,11-   -   - 11- 11- 11- 12,00:14.3,  ,  ,00:37.8,00:50.1,00:56.5,01:16.0,01:30.1,2021년01월15일(금),흐림,양호,국4등급,1400M
1923,8,4,시선집중,한,거,4세,52,김동수,조현수,이대만,480,16.8,3.1,,7-   -   - 5- 5- 5- 8,00:13.9,  ,  ,00:37.0,00:49.3,00:55.8,01:15.6,01:30.2,2021년01월15일(금),흐림,양호,국4등급,1400M
1924,9,1,싱그러운타임,한,암,5세,52,이혁,곽영효,최임규,469,9999.9,9999.9,망사눈,4-   -   - 4- 4- 4- 5,00:13.8,  ,  ,00:37.0,00:49.2,00:55.5,01:15.3,01:30.4,2021년01월15일(금),흐림,양호,국4등급,1400M
1925,10,8,초토마,한,거,4세,52,김용근,전승규,박남성,478,3.4,1.2,"망사, Triabit",3-   -   - 3- 3- 3- 3,00:13.6,  ,  ,00:36.7,00:48.6,00:54.8,01:14.9,01:30.5,2021년01월15일(금),흐림,양호,국4등급,1400M
1926,11,9,사람이라는별,한,수,4세,55.5,임기원,안병기,우태율,551,3.4,1.2,"계란형큰, 망사눈",6-   -   - 6- 6- 6- 9,00:13.8,  ,  ,00:37.0,00:49.5,00:55.9,01:15.8,01:30.5,2021년01월15일(금),흐림,양호,국4등급,1400M
1927,12,12,멋진금성,한,수,4세,53.5,이현종,박재우,조창규,466,9999.9,9999.9,,9-   -   - 8- 10- 9- 10,00:14.1,  ,  ,00:37.6,00:49.9,00:56.2,01:15.9,01:31.3,2021년01월15일(금),흐림,양호,국4등급,1400M
1928,1,5,찰리스타일,미,수,4세,55,문세영,임봉춘,(주)나스카,546,5.8,1,"반가지큰, 망사눈",1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:35.5,00:47.6,00:53.9,  ,01:27.9,2021년01월15일(금),흐림,양호,혼3등급,1400M
1929,2,2,금자유,미,암,4세,53.5,이동국,박병일,배태곤,459,9999.9,10.4,"계란형큰, 망사눈",8-   -   - 6- 4- 4- 2,00:13.7,  ,  ,00:36.2,00:48.4,00:54.6,  ,01:28.2,2021년01월15일(금),흐림,양호,혼3등급,1400M
1930,3,12,금아애자일,미,거,4세,52,김효정,배대선,금아산업(주),497,9999.9,9999.9,,2-   -   - 2- 3- 3- 3,00:13.4,  ,  ,00:35.7,00:48.1,00:54.4,  ,01:28.6,2021년01월15일(금),흐림,양호,혼3등급,1400M
1931,4,1,캣츠미라클,미,거,5세,57,먼로,강성오,김두식,456,9999.9,9999.9,"계란형큰, 망사",11-   -   - 11- 11- 9- 6,00:14.2,  ,  ,00:37.0,00:49.1,00:55.3,  ,01:28.6,2021년01월15일(금),흐림,양호,혼3등급,1400M
1932,5,11,파노라마뷰,미,수,4세,55,함완식,김동균,김영근,503,5.8,2.1,"계란형큰, 망사눈",7-   -   - 5- 6- 5- 4,00:13.6,  ,  ,00:36.1,00:48.4,00:54.7,  ,01:28.8,2021년01월15일(금),흐림,양호,혼3등급,1400M
1933,6,7,다이나믹커밍,미,수,4세,54.5,안토니오,박대흥,이일형,524,5.8,2.1,망사,10-   -   - 7- 8- 8- 9,00:13.9,  ,  ,00:36.3,00:48.9,00:55.2,  ,01:29.0,2021년01월15일(금),흐림,양호,혼3등급,1400M
1934,7,9,고고비,캐,암,5세,56,김정준,김윤섭,김재용,467,9999.9,5.2,,9-   -   - 9- 7- 7- 5,00:13.8,  ,  ,00:36.5,00:48.8,00:55.0,  ,01:29.4,2021년01월15일(금),흐림,양호,혼3등급,1400M
1935,8,10,문학킹,미,거,4세,53,이현종,박재우,황봉기,496,9999.9,10.4,"망사눈+,반가지큰-,눈가면-",6-   -   - 10- 10- 10- 11,00:13.6,  ,  ,00:36.5,00:49.0,00:55.4,  ,01:29.6,2021년01월15일(금),흐림,양호,혼3등급,1400M
1936,9,8,빅투더빅,캐,암,4세,51,김용근,송문길,이미양,501,5.8,2.1,망사,5-   -   - 8- 9- 11- 10,00:13.6,  ,  ,00:36.4,00:49.0,00:55.5,  ,01:29.7,2021년01월15일(금),흐림,양호,혼3등급,1400M
1937,10,4,오더파지빌리티스,미,거,6세,54,임다빈,정호익,장재형,540,5.8,2.1,눈가면,4-   -   - 4- 5- 6- 8,00:13.6,  ,  ,00:36.1,00:48.4,00:54.8,  ,01:29.7,2021년01월15일(금),흐림,양호,혼3등급,1400M
1938,11,3,문학보스,미,수,4세,57,최범현,박종곤,권경자,477,4.8,2.1,,3-   -   - 3- 2- 2- 7,00:13.6,  ,  ,00:35.9,00:48.0,00:54.4,  ,01:29.7,2021년01월15일(금),흐림,양호,혼3등급,1400M
1939,12,6,우정의향기,미,암,5세,52,이혁,곽영효,강균호,485,5.8,9999.9,"계란형큰, 망사눈",12-   -   - 12- 12- 12- 12,00:14.7,  ,  ,00:37.3,00:49.6,00:55.9,  ,01:30.5,2021년01월15일(금),흐림,양호,혼3등급,1400M
1940,1,1,최강영천,한,수,3세,55.5,유승완,박대흥,영천시청,558,3.4,1.4,"망사+,계란형큰-,망사눈-",1- 1- 1- 1- 1- 1- 1,00:14.2,00:14.2,00:27.4,01:06.2,01:14.6,01:22.3,01:41.0,01:53.9,2021년01월15일(금),흐림,양호,국5등급,1700M
1941,2,6,제다이,한,암,3세,54.5,문세영,송문길,(주)나스카,473,3.4,1.4,망사,2- 2- 3- 2- 2- 2- 2,00:14.3,00:14.3,00:27.6,01:06.4,01:14.7,01:22.5,01:41.7,01:54.9,2021년01월15일(금),흐림,양호,국5등급,1700M
1942,3,4,슈퍼챔피언,한,수,3세,57,신형철,전승규,신우철,465,3.4,1.4,"계란형큰, 망사",10- 10- 10- 10- 10- 10- 4,00:15.1,00:15.1,00:28.4,01:07.5,01:15.7,01:23.4,01:42.2,01:55.0,2021년01월15일(금),흐림,양호,국5등급,1700M
1943,4,2,서던맨,한,거,5세,55,빅투아르,홍대유,이경희,471,9999.9,9999.9,"양털코, 혀끈",3- 3- 4- 3- 3- 3- 3,00:14.5,00:14.5,00:27.7,01:06.5,01:14.8,01:22.6,01:41.8,01:55.0,2021년01월15일(금),흐림,양호,국5등급,1700M
1944,5,3,대형호재,한,거,4세,56.5,안토니오,박대흥,나종용,471,16.8,6.9,,7- 7- 7- 6- 6- 6- 5,00:14.8,00:14.8,00:28.0,01:06.8,01:15.1,01:23.0,01:42.3,01:55.9,2021년01월15일(금),흐림,양호,국5등급,1700M
1945,6,8,러피언파크,한,거,4세,53,박태종,김동철,박종율,474,9999.9,1.4,망사눈,4- 4- 5- 4- 5- 4- 6,00:14.5,00:14.5,00:27.9,01:06.7,01:14.9,01:22.8,01:42.3,01:56.0,2021년01월15일(금),흐림,양호,국5등급,1700M
1946,7,9,봄날의기억,한,수,4세,54.5,조한별,안병기,우태율,509,9999.9,9999.9,"계란형큰, 망사눈",6- 6- 6- 8- 7- 8- 10,00:14.7,00:14.7,00:27.9,01:06.9,01:15.1,01:23.1,01:42.9,01:56.3,2021년01월15일(금),흐림,양호,국5등급,1700M
1947,8,10,천지폭풍,한,거,5세,55,김귀배,서인석,홍상기,449,9999.9,9999.9,"계란형큰, 양털코, 혀끈",8- 8- 8- 9- 9- 9- 7,00:14.8,00:14.8,00:28.1,01:07.2,01:15.6,01:23.4,01:42.8,01:56.6,2021년01월15일(금),흐림,양호,국5등급,1700M
1948,9,11,레전드윈,한,수,4세,53.5,다비드,서홍수,김규중,457,9999.9,9999.9,망사눈,9- 9- 9- 7- 8- 7- 9,00:15.0,00:15.0,00:28.2,01:06.9,01:15.2,01:23.1,01:42.9,01:56.8,2021년01월15일(금),흐림,양호,국5등급,1700M
1949,10,12,더킹클래스,한,거,4세,54.5,김효정,안해양,임정균,461,9999.9,9999.9,망사눈,5- 5- 2- 5- 4- 5- 8,00:14.5,00:14.5,00:27.5,01:06.7,01:14.8,01:22.8,01:42.8,01:57.2,2021년01월15일(금),흐림,양호,국5등급,1700M
1950,1,6,메니스피드,한,수,5세,52,이현종,조현수,최몽주,536,9999.9,9999.9,"계란형큰, 망사눈",8- 8- 8- 8- 8- 7- 5,00:14.8,00:21.1,00:33.9,01:10.5,01:18.4,01:25.8,01:44.6,01:57.9,2021년01월15일(금),흐림,양호,국3등급,1800M
1951,2,11,장산바다,한,수,4세,52,다비드,토니,김형란,460,9999.9,9999.9,"계란형큰, 망사눈, 혀끈",2- 2- 2- 2- 2- 2- 2,00:14.2,00:20.1,00:32.7,01:09.5,01:17.3,01:24.7,01:44.1,01:58.0,2021년01월15일(금),흐림,양호,국3등급,1800M
1952,3,4,황금해,한,수,4세,52,이혁,임봉춘,진교원,468,9999.9,9999.9,망사눈,1- 1- 1- 1- 1- 1- 1,00:14.2,00:20.0,00:32.4,01:09.4,01:17.1,01:24.6,01:44.0,01:58.2,2021년01월15일(금),흐림,양호,국3등급,1800M
1953,4,12,라온터프맨,한,수,4세,54,최범현,박종곤,라온산업개발(주),528,9999.9,9999.9,,6- 6- 7- 3- 3- 4- 4,00:14.5,00:20.6,00:33.5,01:09.7,01:17.5,01:25.0,01:44.5,01:58.8,2021년01월15일(금),흐림,양호,국3등급,1800M
1954,5,3,사이먼퀸,한,암,5세,52,박태종,우창구,임영수,444,9999.9,9999.9,"망사눈, Triabit",4- 3- 3- 4- 4- 3- 3,00:14.5,00:20.4,00:33.0,01:09.9,01:17.6,01:25.0,01:44.5,01:59.0,2021년01월15일(금),흐림,양호,국3등급,1800M
1955,6,2,로열스마티,한,수,5세,56.5,이준철,김대근,신상섭,457,9999.9,9999.9,망사눈,3- 7- 5- 6- 6- 6- 6,00:14.5,00:20.7,00:33.5,01:10.2,01:18.1,01:25.5,01:44.8,01:59.0,2021년01월15일(금),흐림,양호,국3등급,1800M
1956,7,10,더불어숲,한,거,6세,54.5,김동수,전승규,이관형,433,9999.9,9999.9,"망사, 혀끈",12- 12- 12- 12- 12- 11- 9,00:15.2,00:21.5,00:34.8,01:11.4,01:19.2,01:26.5,01:45.5,01:59.0,2021년01월15일(금),흐림,양호,국3등급,1800M
1957,8,7,새내스퍼트,한,수,4세,54.5,함완식,홍대유,문금철,515,9999.9,9999.9,망사눈,5- 4- 4- 5- 5- 5- 7,00:14.5,00:20.6,00:33.2,01:10.0,01:17.8,01:25.3,01:44.9,01:59.2,2021년01월15일(금),흐림,양호,국3등급,1800M
1958,9,8,브랜던,한,수,7세,56,먼로,전승규,요시다 가츠미,487,9999.9,9999.9,"계란형큰, 망사눈, 승인편자",7- 5- 6- 7- 7- 8- 8,00:14.6,00:20.6,00:33.5,01:10.4,01:18.3,01:25.8,01:45.5,01:59.7,2021년01월15일(금),흐림,양호,국3등급,1800M
1959,10,5,무도,한,수,5세,56,문세영,이관호,황은호,470,9999.9,9999.9,망사,10- 11- 11- 10- 10- 10- 10,00:15.1,00:21.4,00:34.4,01:11.0,01:18.9,01:26.4,01:45.9,02:00.2,2021년01월15일(금),흐림,양호,국3등급,1800M
1960,11,9,파이팅히어로,한,거,5세,55.5,신형철,서범석,청팅콩,525,9999.9,9999.9,"계란형큰, 눈가면",11- 9- 9- 9- 9- 9- 11,00:15.1,00:21.2,00:34.0,01:10.7,01:18.5,01:25.9,01:46.3,02:02.4,2021년01월15일(금),흐림,양호,국3등급,1800M
1961,12,1,주먹도끼,한,거,6세,52,이용호,임채덕,이관형,512,9999.9,9999.9,"계란형큰, 망사눈",9- 10- 10- 11- 11- 12- 12,00:15.1,00:21.4,00:34.4,01:11.1,01:19.0,01:27.0,01:49.6,02:07.0,2021년01월15일(금),흐림,양호,국3등급,1800M
1962,1,3,이스트제트,한,거,4세,52,먼로,서인석,김영구,488,9999.9,9999.9,"계란형큰, 눈가면",1-   -   - 1- 1- 1- 1,00:13.2,  ,  ,00:24.0,00:35.9,00:41.9,  ,01:12.0,2021년01월15일(금),흐림,양호,1등급,1200M
1963,2,6,컴플리트스윕,한,수,6세,51,임기원,조현수,장석영,528,9999.9,9999.9,계란형큰,2-   -   - 2- 2- 2- 2,00:13.3,  ,  ,00:24.2,00:36.0,00:41.9,  ,01:12.6,2021년01월15일(금),흐림,양호,1등급,1200M
